user_hash,prediction,pred_lgb,pred_xgb,pred_cb,actual
dbf485f686e509c6,0.990721544535524,0.9995775645091476,0.9993481040000916,0.999145754992323,1.0
e16e6ea6070e8760,0.6252651240196165,0.3224834362886735,0.3215831220149994,0.21152932129421576,0.0
697465ec2998c75e,0.12685940902572454,0.05459128319083298,0.0529717393219471,0.05595038366357961,0.0
cf104454addcb807,0.27255634438680665,0.10003137352344049,0.08795636892318726,0.09798963902444127,0.0
dbf070e9dc680612,0.4467007772250058,0.14242102551983168,0.16631962358951569,0.19091720653264782,0.0
ae3a76e0cc50cdfb,0.7293867181275783,0.38071237944584807,0.396209180355072,0.40282948117861955,1.0
d35caeed78e0057c,0.8023502646814085,0.48306987644532257,0.5184631943702698,0.5158564249308828,1.0
44158f5cb4cb6b6c,0.7716056158490165,0.4301813643038517,0.48159298300743103,0.4454300727917892,1.0
18b4ac264f24a519,0.5569188959509941,0.20233746454866217,0.2538149058818817,0.2429363163789593,1.0
5f85b23171ddbdca,0.9176433617194555,0.9364094546443522,0.9073255062103271,0.8797698177589957,1.0
0123f30b98120363,0.4161765486960679,0.14271826703172905,0.1688404083251953,0.13914464591366296,0.0
60218647acbfd74a,0.5382451357045483,0.21085621426238374,0.22378434240818024,0.21446072194818708,1.0
9c25d6f0a3b157fe,0.6955783155993839,0.3473532267983313,0.35769155621528625,0.35436899583769793,0.0
d26a4674fa4cbb0f,0.787576793017368,0.43815807471417184,0.5496032238006592,0.46665613914861415,0.0
dabd34d346a71cd0,0.9656246127153303,0.9988775068214025,0.9967812299728394,0.9980304479506648,1.0
8b73c9a97a8399bf,0.6044818795035675,0.27241874629254803,0.2582535743713379,0.2643486025962408,1.0
c72355f9211db30e,0.9630765008940745,0.9989726405765867,0.9975364208221436,0.9950320120413481,1.0
e40efee98200f73b,0.5918701202131615,0.2635840979603835,0.226588174700737,0.2759548459116612,0.0
eda1abb59db5fa2e,0.48457323442451716,0.21042636636721243,0.13965001702308655,0.19838314396270953,0.0
39459f99d75f45c0,0.45935679762052295,0.19434897518518132,0.1767902970314026,0.13637457177466578,0.0
e0024c5a25dbfbdb,0.0918320556627658,0.04057596286233814,0.04221555218100548,0.05394812692370819,0.0
c90a3216b520d61c,0.3680912841031815,0.13103576420564186,0.1348886787891388,0.12079522852734136,0.0
9e8eda35479c91ee,0.8705964626524796,0.6932451197312627,0.740997850894928,0.6904013024988119,1.0
c209fe4fc843dd98,0.4418940212099216,0.166719858432841,0.15249015390872955,0.16103634608103815,0.0
9080fa84da225989,0.4100038949772498,0.14611909870601658,0.1401461362838745,0.15180207566218593,0.0
14e77014d7963a74,0.3557884673264522,0.1274900607978063,0.1129588782787323,0.13172650554321763,0.0
63d39cc070ef321d,0.05875396136890746,0.04076033240875751,0.033886440098285675,0.029697796755969418,0.0
9dc5d48b4c888c39,0.14464086539312712,0.06001847464975378,0.059586428105831146,0.05774527168579956,0.0
87308ffbfabf01fa,0.956819751075545,0.9975219244378685,0.9935791492462158,0.9974955666591289,1.0
d3db65a01c38c191,0.9982981605084715,0.999743021293174,0.9994791150093079,0.9995608134993309,1.0
519763659f447078,0.36112016004815606,0.11042808629935692,0.13381506502628326,0.14156271598785256,0.0
7ef435c4f7fda506,0.374858807074695,0.11617979327480657,0.13032981753349304,0.15568827121574297,0.0
ef93d010ddc27d1e,0.5876254802329904,0.2647626268416743,0.24879208207130432,0.23938607492203895,0.0
476c78227d134e65,0.7147708159977338,0.38086917061705766,0.3589721620082855,0.3815500237722036,0.0
8395609e3e0fa942,0.9285413310199528,0.9504324978327848,0.94594806432724,0.9464013690923477,1.0
2a2360374b88d1d5,0.9095409238177858,0.8689181844083166,0.8853544592857361,0.8929004041471988,1.0
78f18d04ad806215,0.07031053591346069,0.03454521475945436,0.04949493333697319,0.03400232843692838,0.0
6f7879d2069d6051,0.629903687835278,0.28344693487862943,0.27246853709220886,0.3089671969980777,1.0
3a3346856008297a,0.16925358072340352,0.07022432353899843,0.06762713193893433,0.058391920501738304,0.0
39675b1fb5c92aa3,0.853749800825027,0.6288060362288576,0.6387556195259094,0.654573214262682,0.0
be0258a49fe1068e,0.885122072127897,0.769034678013175,0.7555515766143799,0.7879636105565334,1.0
6d8bfa0f94012f52,0.14585273445107377,0.05876221656149769,0.05691303312778473,0.06311484545025223,0.0
b0c0fa7a43bb7ccb,0.03337729936441053,0.029218237719683404,0.029995432123541832,0.02159984392841073,0.0
d7bbe20709b0977b,0.5731096082006976,0.22553370410547033,0.27569228410720825,0.22951637701353847,0.0
60d25d03bb224c28,0.4542490660906821,0.17615034964238563,0.15511135756969452,0.16637280388521153,0.0
7084b944898086fc,0.6371775578492643,0.34248629328999214,0.23488889634609222,0.30105593648727136,0.0
09318f38122b8994,0.2888355788467326,0.09592167016047565,0.10427441447973251,0.10449301973183073,0.0
e8f09f9a43a85db0,0.7866570472531558,0.4536918243212724,0.5493441224098206,0.4403701781239223,0.0
05fcb5100672ab16,0.23490342226864724,0.0709808744903713,0.09008485078811646,0.09762902414660778,0.0
839642286e80b407,0.9510498734132394,0.993525749262597,0.989691436290741,0.9957516347220157,1.0
76fc1b721bd7263c,0.3611183896039516,0.11016427486372027,0.11919038742780685,0.1584106380291463,0.0
53c238fb84b18660,0.47566524440982244,0.19700008151532636,0.15401291847229004,0.17968318475910233,0.0
6f856217e212f8a0,0.573896570649576,0.23503946591697128,0.25618624687194824,0.23554769324438873,0.0
2375b1e3892ade42,0.9387249260839545,0.9577032331727149,0.9760815501213074,0.9856102962234787,1.0
98285b21ddc588ad,0.9184922897154897,0.9162061401846653,0.9196076989173889,0.9144723392296432,1.0
4271133aa48cbd2b,0.5249738859479843,0.18056622101080916,0.23534908890724182,0.21898279391769762,0.0
b29e1c19dd983272,0.04600587787475878,0.03531493354305207,0.020381717011332512,0.03709953212195881,0.0
98c411b638783542,0.7504266770532727,0.4575131681017252,0.4125363528728485,0.3803756843789493,1.0
3a536a60c4901b44,0.8416904201264097,0.628246342575594,0.6151109933853149,0.5522357715384931,0.0
7b7b99c7896cef29,0.34778782996653856,0.11198865568506007,0.11510706692934036,0.14093945294900678,0.0
7afed37ee780f711,0.5727971247986119,0.25536006200113276,0.19728229939937592,0.2707127437478515,0.0
e0fab502e237210e,0.01755129862082397,0.02639557002438004,0.018640607595443726,0.015772852657929035,0.0
d0389838fd387395,0.16555335233610113,0.06848892448541509,0.06117637827992439,0.06342960060579142,0.0
e7533ce1cb4ce33a,0.49133279039711064,0.16869829282084453,0.22846679389476776,0.17600756627068204,0.0
78c28eff8c26b327,0.9407237575907795,0.9742291914635104,0.988089382648468,0.9663748056875852,1.0
87091ef0db853018,0.8020262733919941,0.4768614580134996,0.5119197964668274,0.5293403089508254,0.0
3811afc78ea3fd2e,0.43609316077403815,0.17718680953838212,0.17267443239688873,0.12489424972048707,1.0
b9c915b37af01f78,0.46888709877308216,0.17229459002960032,0.1672719568014145,0.1842678231657177,1.0
d130495dd5a1ff8d,0.7207496060761645,0.3869993788179262,0.38678833842277527,0.368604734330364,0.0
fabd06c3e7b5d24b,0.08562222261565428,0.0435483174517157,0.043778929859399796,0.0425787623882675,0.0
e3c78299cbbcad58,0.9783120584954765,0.9989587726564206,0.9993107318878174,0.9986251947028381,1.0
d0b5a48b37668060,0.4741019421772923,0.16982157624167482,0.1829739809036255,0.1813375849466374,0.0
586f16dc8b23ac2f,0.1967963812120461,0.06837688618237672,0.06301411986351013,0.09132532982213597,0.0
33039f333f6fc6db,0.4821645450843617,0.18570046867789788,0.16643556952476501,0.19155986527738994,0.0
be8b1bdb3eface48,0.32325655506966694,0.08519121354704351,0.06606926769018173,0.24828893317302533,0.0
5b54774276d66a36,0.38272223500876373,0.1453863564365134,0.1160285472869873,0.14042230471935924,0.0
e6c4fb499f6ddb8f,0.9837393552042206,0.9993536391033515,0.9991011619567871,0.9990868426864301,1.0
6f40155c95cb19b1,0.11977320609740982,0.04589453784539808,0.05776344984769821,0.05657797189714423,0.0
ec8b351e043991f8,0.5505568047022997,0.20127552908621246,0.2615188658237457,0.22175022317077056,0.0
4a452416ce741571,0.7591992280863269,0.44715961746109384,0.45045503973960876,0.3935112653734968,1.0
edd5a276d9d3991d,0.3454048120673477,0.10901522835102968,0.13907165825366974,0.11891271368815157,0.0
95b38160c929aad8,0.4640900802011225,0.17308437125210005,0.1850089281797409,0.15806423882833237,0.0
fb31694b35f5076c,0.47776499123630123,0.1703843711070934,0.19800890982151031,0.17306870035155422,0.0
7ff961b07c02f23a,0.7431749375918417,0.438445735341802,0.4078560173511505,0.3760720876698608,1.0
36661292f8da52fd,0.567198095002036,0.23916470420245653,0.23433567583560944,0.2347222001989111,0.0
c3ccbdf178d365b7,0.4170732786856223,0.14208528150170965,0.13483791053295135,0.17560739922714186,0.0
e3a58d24baebf728,0.7891940937981339,0.49888116147169503,0.4677332043647766,0.46187089474638315,0.0
6e8cd684e4344ebc,0.7987686560558044,0.467015203715004,0.48741528391838074,0.5537370236793218,1.0
40542d157c9eae83,0.9801440256360321,0.9990542495327116,0.9994820952415466,0.9983527519208489,1.0
5529e7a936595580,0.20991625798912947,0.08113740632729843,0.07447085529565811,0.07439383751159842,0.0
5e6cd3d73a3195c4,0.10763769629800116,0.04740541378505526,0.046512264758348465,0.054681480137901334,0.0
f23dc25687d67a75,0.6606394844466477,0.3237118798519333,0.24958795309066772,0.3880697723754778,1.0
009f876137029476,0.19010498734132392,0.0661061794426099,0.0869305282831192,0.06416540129553348,1.0
dc960a2dd9d6a66c,0.026292866880300268,0.01595223842018124,0.02585231512784958,0.03309589748142344,0.0
774ba3cf7495ee83,0.18379246853035425,0.060099245277770344,0.09088050574064255,0.06317713977400276,0.0
59895c5ba0e55b05,0.922695324256856,0.9120185980125475,0.9496574401855469,0.9361349311500348,0.0
e8ec2868e8185683,0.1512304587220934,0.05229625201183017,0.05115870013833046,0.08334011857443813,0.0
026a756ed49d619c,0.5957836871271003,0.27643097834678515,0.2616559863090515,0.23415059082440948,0.0
c62abf5a77b0a7c7,0.19597046899066978,0.07851009427497374,0.06313958019018173,0.07604241305061221,0.0
dcaef16042ed631e,0.9938419524458687,0.9996470551237655,0.9992725253105164,0.9994918683285682,1.0
02649b0b6c65fd3e,0.2887904325195192,0.10042234651234945,0.0926026850938797,0.11029739834536453,0.0
82fade67eb542648,0.4296930049749482,0.15414537946497275,0.15362614393234253,0.15717035344925126,0.0
88aa399cbe55e8b0,0.1684055379494715,0.059321240653799144,0.061307571828365326,0.07873188678883064,0.0
b3a0be6e06fbed62,0.5536090505107731,0.23800943953281878,0.22044208645820618,0.21819466528633796,0.0
c82511ee38ed4135,0.3992298567710638,0.1372443740538209,0.1426294893026352,0.1457108134013864,0.0
644139b23ab39f0c,0.13135899297133652,0.05772475262916141,0.05531973019242287,0.053368228284066795,0.0
d2013875b16d62a6,0.8877175433316218,0.8046474471179621,0.7712645530700684,0.7652265290899939,1.0
69c89764609c16f2,0.759058477772073,0.4344652814030213,0.4528202712535858,0.40561436806678897,0.0
39fcb503cdbe73ae,0.09202503408105092,0.0411620353885331,0.05046279355883598,0.04498863037561388,0.0
