user_hash,is_cheating,pred_lgb,pred_xgb,pred_cat,pred_blend
dbf485f686e509c6,1,0.9994557368419988,0.9995152950286865,0.9988057155513306,0.9992589158073386
e16e6ea6070e8760,0,0.1911579105159852,0.23010094463825226,0.22285890207657308,0.21470591907693684
697465ec2998c75e,0,0.051113271309521015,0.049412354826927185,0.04340661417577213,0.047977413437406774
cf104454addcb807,0,0.09801007905832936,0.08469116687774658,0.10111123947975205,0.09460416180527599
dbf070e9dc680612,0,0.14845569537759598,0.10334513336420059,0.16045060912594794,0.13741714595591484
ae3a76e0cc50cdfb,1,0.3402908326555457,0.3167709708213806,0.3564037359824594,0.3378218464864619
d35caeed78e0057c,1,0.5602178775277732,0.5845188498497009,0.4756458111774926,0.5401275128516556
44158f5cb4cb6b6c,1,0.476102260703982,0.42194968461990356,0.4476964826390153,0.44858280932096695
18b4ac264f24a519,1,0.21654281366419142,0.25149956345558167,0.18123268811176071,0.2164250217438446
5f85b23171ddbdca,1,0.9663996985285525,0.9214779138565063,0.8790999616104274,0.9223258579984953
0123f30b98120363,0,0.18726554352490618,0.14529676735401154,0.14133065832882322,0.157964323069247
60218647acbfd74a,1,0.16783645986077825,0.16078270971775055,0.10420915075011032,0.14427610677621303
9c25d6f0a3b157fe,0,0.36619242846254907,0.3521188795566559,0.40772234472178975,0.37534455091366487
d26a4674fa4cbb0f,0,0.4326187941877323,0.6810024380683899,0.5448100457813473,0.5528104260124898
dabd34d346a71cd0,1,0.9982781459022225,0.9965232610702515,0.9956340271745873,0.9968118113823538
8b73c9a97a8399bf,1,0.282146446182123,0.28088825941085815,0.27931341200901016,0.28078270586733045
c72355f9211db30e,1,0.9992977641316267,0.99886155128479,0.9980339872549219,0.9987311008904461
e40efee98200f73b,0,0.3126285746131952,0.3221099376678467,0.33726958347358477,0.32400269858487557
eda1abb59db5fa2e,0,0.17375716167801003,0.10914216190576553,0.1503705836318274,0.144423302405201
39459f99d75f45c0,0,0.20462974086339145,0.24676670134067535,0.1770577861583676,0.2094847427874781
e0024c5a25dbfbdb,0,0.04437219400828982,0.04134943336248398,0.045498857151765916,0.04374016150751323
c90a3216b520d61c,0,0.12247051039038419,0.12432919442653656,0.13380005449855964,0.12686658643849347
9e8eda35479c91ee,1,0.6754354863609588,0.636368453502655,0.7054091304989712,0.6724043567875283
c209fe4fc843dd98,0,0.18300364620276255,0.1994631141424179,0.16627712945837272,0.1829146299345177
9080fa84da225989,0,0.15002523852690594,0.16565832495689392,0.16664677532654476,0.16077677960344822
14e77014d7963a74,0,0.14292607165212642,0.10239796340465546,0.13488880145844473,0.1267376121717422
63d39cc070ef321d,0,0.03762525996267879,0.03164516016840935,0.03445908357402073,0.034576501235036285
9dc5d48b4c888c39,0,0.050729863776454893,0.04805200174450874,0.048923574633317805,0.049235146718093814
87308ffbfabf01fa,1,0.9982640373622559,0.9958683252334595,0.9941632898007714,0.9960985507988288
d3db65a01c38c191,1,0.9996414028706238,0.9996495246887207,0.9995174111173102,0.9996027795588849
519763659f447078,0,0.12707596976167534,0.10735590010881424,0.14043127105647954,0.12495438030898971
7ef435c4f7fda506,0,0.12196392917308328,0.1379181146621704,0.15422518846013122,0.13803574409846164
ef93d010ddc27d1e,0,0.2811030155741974,0.19640831649303436,0.25098797138870893,0.24283310115198023
476c78227d134e65,0,0.387170820745575,0.4028436839580536,0.41936855719534427,0.40312768729965764
8395609e3e0fa942,1,0.9405344041358386,0.9422288537025452,0.9460330103459647,0.9429320893947827
2a2360374b88d1d5,1,0.8963577829403315,0.8747958540916443,0.874668251179273,0.8819406294037496
78f18d04ad806215,0,0.03527240312967024,0.027561571449041367,0.04544146406794814,0.036091812882219916
6f7879d2069d6051,1,0.3423541591509907,0.3052060902118683,0.38208251940015775,0.34321425625433893
3a3346856008297a,0,0.06861652384153102,0.06541039049625397,0.06480055857303561,0.06627582430360686
39675b1fb5c92aa3,0,0.6759144026339908,0.6759516000747681,0.6045055954333526,0.6521238660473704
be0258a49fe1068e,1,0.7488217997517516,0.8140380382537842,0.8133734348927724,0.7920777576327693
6d8bfa0f94012f52,0,0.06733445790307606,0.07597378641366959,0.07748839681781128,0.07359888037818564
b0c0fa7a43bb7ccb,0,0.03131165198605948,0.027562657371163368,0.02581600853870549,0.02823010596530945
d7bbe20709b0977b,0,0.19847892893879224,0.34987175464630127,0.22760532761861815,0.2586520037345706
60d25d03bb224c28,0,0.14684903369070085,0.16468064486980438,0.16012809047123727,0.15721925634391418
7084b944898086fc,0,0.29243552457139493,0.20500187575817108,0.3152117338506662,0.27088304472674407
09318f38122b8994,0,0.10703497616649701,0.09466149657964706,0.12383516676154102,0.1085105465025617
e8f09f9a43a85db0,0,0.29575831513466655,0.35861530900001526,0.3717406660225282,0.34203809671907
05fcb5100672ab16,0,0.07632426006803034,0.08369947969913483,0.09969270272131202,0.08657214749615906
839642286e80b407,1,0.9956300647613341,0.9952442049980164,0.9976082873016614,0.9961608523536706
76fc1b721bd7263c,0,0.09341290656964003,0.07209477573633194,0.08995698017811381,0.08515488749469526
53c238fb84b18660,0,0.16611068063139794,0.15180209279060364,0.16109430840388045,0.159669027275294
6f856217e212f8a0,0,0.23069367531702634,0.26626914739608765,0.24613168083257644,0.24769816784856347
2375b1e3892ade42,1,0.9718289381372048,0.9870409369468689,0.9891521750152683,0.9826740166997806
98285b21ddc588ad,1,0.8961210943414505,0.9478833079338074,0.9225591767613315,0.9221878596788632
4271133aa48cbd2b,0,0.2105820812782577,0.1967252939939499,0.18872076880025956,0.19867604802415573
b29e1c19dd983272,0,0.047869306927947886,0.029857046902179718,0.038038539092282754,0.03858829764080345
98c411b638783542,1,0.39086965764239434,0.45054203271865845,0.4074833692639638,0.41629835320833886
3a536a60c4901b44,0,0.5665937120137972,0.52764892578125,0.46333875211245157,0.5191937966358329
7b7b99c7896cef29,0,0.11267077413106456,0.10119055211544037,0.1309366606096547,0.11493266228538655
7afed37ee780f711,0,0.2810369373490201,0.2895742654800415,0.28669275924638615,0.2857679873584826
e0fab502e237210e,0,0.02254209524489719,0.023937968537211418,0.018727119642027012,0.021735727808045207
d0389838fd387395,0,0.05484125601930024,0.053856898099184036,0.0631238934309939,0.057274015849826054
e7533ce1cb4ce33a,0,0.20093550732262627,0.2345263808965683,0.20896979189402679,0.21481056003774046
78c28eff8c26b327,1,0.983384853454811,0.9871619343757629,0.9742808032908902,0.981609197040488
87091ef0db853018,0,0.4884247114605564,0.5161742568016052,0.542013310509387,0.5155374262571829
3811afc78ea3fd2e,1,0.2314150328841484,0.25488805770874023,0.19735297300904067,0.22788535453397643
b9c915b37af01f78,1,0.14312941329131854,0.1753586381673813,0.15703975708982337,0.15850926951617442
d130495dd5a1ff8d,0,0.6548732907196768,0.5790989995002747,0.557535894746396,0.5971693949887825
fabd06c3e7b5d24b,0,0.03875298142982551,0.050413452088832855,0.054162766286590135,0.047776399935082835
e3c78299cbbcad58,1,0.9979938461907536,0.9992526173591614,0.9977061327023703,0.9983175320840951
d0b5a48b37668060,0,0.142923055404552,0.19599437713623047,0.19982511041406087,0.17958084765161444
586f16dc8b23ac2f,0,0.06401542332396395,0.06140371412038803,0.07856029724799876,0.06799314489745024
33039f333f6fc6db,0,0.045984586589926574,0.04477035999298096,0.05673327093832024,0.04916273917374259
be8b1bdb3eface48,0,0.0654173794058502,0.10296399146318436,0.19609917612710653,0.12149351566538036
5b54774276d66a36,0,0.11632798510662791,0.14907389879226685,0.12030128727696093,0.12856772372528522
e6c4fb499f6ddb8f,1,0.9983376754207888,0.9980230331420898,0.997909137942799,0.9980899488352258
6f40155c95cb19b1,0,0.04573689339514414,0.041591957211494446,0.04489521837330041,0.04407468965997966
ec8b351e043991f8,0,0.20661026850291156,0.31477126479148865,0.2254171404333797,0.2489328912425933
4a452416ce741571,1,0.3499731450116846,0.42551368474960327,0.43538980521704834,0.40362554499277875
edd5a276d9d3991d,0,0.0922777853264853,0.09916415065526962,0.08755042422354824,0.09299745340176772
95b38160c929aad8,0,0.31514713352527557,0.29276806116104126,0.26510982288593177,0.29100833919074953
fb31694b35f5076c,0,0.1705948723884148,0.1847686767578125,0.20321506358199698,0.1861928709094081
7ff961b07c02f23a,1,0.36905584245257667,0.31159043312072754,0.3586156438217303,0.34642063979834486
36661292f8da52fd,0,0.22563779506516804,0.2295682579278946,0.22607892963561255,0.22709499420955837
c3ccbdf178d365b7,0,0.17943640525434854,0.13281546533107758,0.1357941205175367,0.14934866370098762
e3a58d24baebf728,0,0.5432540867545287,0.5437238216400146,0.4786567145619017,0.5218782076521483
6e8cd684e4344ebc,1,0.5437374561924767,0.4731083810329437,0.5644193733535019,0.5270884035263075
40542d157c9eae83,1,0.9993679171071793,0.9997939467430115,0.9984018056875804,0.9991878898459238
5529e7a936595580,0,0.07691207572254358,0.07505062222480774,0.07251228180920545,0.0748249932521856
5e6cd3d73a3195c4,0,0.05251735596295012,0.0472685880959034,0.04847044459208819,0.049418796216980566
f23dc25687d67a75,1,0.23911563192720647,0.2810699939727783,0.31387331385597794,0.2780196465853209
009f876137029476,1,0.08092810836535377,0.07172302901744843,0.07981225788625419,0.0774877984230188
dc960a2dd9d6a66c,0,0.026431733371062353,0.029210172593593597,0.037753218404502215,0.031131708123052725
774ba3cf7495ee83,0,0.08805059629348488,0.128635436296463,0.11268871241219112,0.10979158166737968
59895c5ba0e55b05,0,0.9150188890708203,0.9283405542373657,0.9357670937816533,0.9263755123632799
e8ec2868e8185683,0,0.05293439902611678,0.032040491700172424,0.042022279118630886,0.0423323899483067
026a756ed49d619c,0,0.23405602564168657,0.25697535276412964,0.19535073649902018,0.22879403830161213
c62abf5a77b0a7c7,0,0.0799137298343804,0.07103925198316574,0.057516395735551014,0.06948979251769904
dcaef16042ed631e,1,0.9993752266910783,0.9992327690124512,0.9990467278466117,0.9992182411833804
02649b0b6c65fd3e,0,0.1423323427822512,0.10587945580482483,0.13965288454666894,0.12928822771124834
82fade67eb542648,0,0.23683742510802255,0.226999431848526,0.22334771782233534,0.2290615249262946
88aa399cbe55e8b0,0,0.07218274510187692,0.056969594210386276,0.07279194502399551,0.06731476144541958
b3a0be6e06fbed62,0,0.2187659651660529,0.2393869161605835,0.24219616885764314,0.23344968339475983
c82511ee38ed4135,0,0.12662340562802823,0.12581080198287964,0.14382671674440786,0.13208697478510523
644139b23ab39f0c,0,0.05773497063510569,0.05113055929541588,0.047809473499770966,0.052225001143430844
d2013875b16d62a6,1,0.7058212052896284,0.7424138188362122,0.7282750112319789,0.7255033451192731
69c89764609c16f2,0,0.43787968119969833,0.4908468425273895,0.4598726850692322,0.4628664029321066
39fcb503cdbe73ae,0,0.05322244247513894,0.04906712844967842,0.0475239805808708,0.04993785050189605
cb2d7ca4a4fef44b,1,0.306079932940462,0.2727314233779907,0.3427646065386154,0.3071919876190227
18b231394e62f256,1,0.46619594863484926,0.4655708968639374,0.4965308346137341,0.47609922670417354
fb8c9390dc7d207d,0,0.05982529675972422,0.05093317851424217,0.04270459927899233,0.05115435818431958
179e368142a8ed10,0,0.2839843235404367,0.2747035324573517,0.270744556685467,0.27647747089441843
7ba6d403e71ca1d6,1,0.8570505187938071,0.7910746932029724,0.711555392425618,0.7865602014741325
4ee141bec7aca7b5,0,0.2997801870592829,0.2770429849624634,0.24128426669223396,0.2727024795713267
d92317adc533438e,1,0.15677099262326294,0.24198104441165924,0.15426546322683576,0.1843391667539193
469d965f007c083b,1,0.38000434602678923,0.47280821204185486,0.3825531342033244,0.4117885640906562
6a42c13585c20c23,0,0.38114327976612605,0.2784354090690613,0.3029075769300921,0.3208287552550932
32193f7eb1018da4,1,0.8413506136681386,0.8624654412269592,0.8508751530204459,0.8515637359718479
873f0dba1956471a,1,0.21191443541481242,0.18663837015628815,0.210877268745912,0.20314335810567086
22466e7b7be7721d,1,0.06844322947220259,0.05335964262485504,0.055661800284970094,0.05915489079400924
3dc1914fccf46888,1,0.9991907010511425,0.9990382194519043,0.997806955842218,0.9986786254484216
aa2387db44bc2571,0,0.050451425988592556,0.0665176510810852,0.05557928996294652,0.05751612234420809
