user_hash,is_cheating,pred_lgb,pred_xgb,pred_cat,pred_blend,pred_rank
dbf485f686e509c6,1,0.999190538075549,0.9994882345199585,0.9991606674268427,0.9992798133407833,0.9940557335835561
e16e6ea6070e8760,0,0.1440366024071286,0.19859454035758972,0.16137333836129467,0.16800149370867098,0.4606577790367603
697465ec2998c75e,0,0.049351937747038596,0.0496663898229599,0.045798055130341436,0.048272127566779975,0.10267101015644826
cf104454addcb807,0,0.10373519869937319,0.08154518157243729,0.10720513032166118,0.09749517019782389,0.2844779255115108
dbf070e9dc680612,0,0.1656504680195598,0.15842761099338531,0.1807360056516007,0.1682713615548486,0.46411014523543964
ae3a76e0cc50cdfb,1,0.3399463459885776,0.32486918568611145,0.36051642915523263,0.3417773202766406,0.6842294731748195
d35caeed78e0057c,1,0.6504685176789416,0.630365252494812,0.47935255207362454,0.5867287740824594,0.8279747888745287
44158f5cb4cb6b6c,1,0.41558900740633975,0.47276872396469116,0.49034815817199295,0.4595686298476746,0.7723326782689778
18b4ac264f24a519,1,0.2764070536297088,0.22397480905056,0.2529378822786192,0.2511065816529627,0.5893425160372737
5f85b23171ddbdca,1,0.9517225871349243,0.9529249668121338,0.895584296767022,0.9334106169046934,0.9227938789842373
0123f30b98120363,0,0.16856307448375268,0.15739966928958893,0.16007705034612774,0.16201326470648977,0.4521419424133515
60218647acbfd74a,1,0.18834291392627875,0.14916881918907166,0.13518401185119966,0.15756524832218335,0.4389521330901924
9c25d6f0a3b157fe,0,0.3885615890355146,0.41829338669776917,0.35748190714706923,0.38811229429345095,0.7222527132057434
d26a4674fa4cbb0f,0,0.5616690889135005,0.5858526229858398,0.5771953943188922,0.5749057020727442,0.8283642865995078
dabd34d346a71cd0,1,0.9972224601796444,0.9944664835929871,0.9958412121763542,0.9958433853163285,0.9553257912410223
8b73c9a97a8399bf,1,0.30006041340092215,0.2540386915206909,0.2715214271217929,0.27520684401446865,0.617409958158502
c72355f9211db30e,1,0.9984801058879677,0.9978328347206116,0.9976617964730192,0.9979915790271994,0.9645114459217817
e40efee98200f73b,0,0.3034860504054749,0.318045049905777,0.36304785652937743,0.3281929856135431,0.6711370382829052
eda1abb59db5fa2e,0,0.13267692494026276,0.12667913734912872,0.15686371005337477,0.1387399241142554,0.39989613394000556
39459f99d75f45c0,0,0.16033558208972584,0.19906842708587646,0.15500228365345958,0.17146876427635396,0.4683946202102107
e0024c5a25dbfbdb,0,0.04852049694855868,0.03895338252186775,0.05191194826116975,0.04646194257719873,0.09561283926137067
c90a3216b520d61c,0,0.11342226918897919,0.11261496692895889,0.12877241473407142,0.1182698836173365,0.3470011625916943
9e8eda35479c91ee,1,0.6930070734551745,0.6507702469825745,0.733721595442873,0.6924996386268739,0.8625574656681362
c209fe4fc843dd98,0,0.24170879721496932,0.19974090158939362,0.14943869702546733,0.1969627986099434,0.5080053585444588
9080fa84da225989,0,0.2079035841844249,0.16864334046840668,0.1814158948970317,0.18598760651662108,0.4954765150576279
14e77014d7963a74,0,0.12124573739011596,0.10847215354442596,0.11068291330347477,0.11346693474600555,0.33321530371970326
63d39cc070ef321d,0,0.04038338866193779,0.03641653433442116,0.029496373385071575,0.03543209879381017,0.0543909967010723
9dc5d48b4c888c39,0,0.07484318670788091,0.040987271815538406,0.05395410527609805,0.05659485459983912,0.1367579625728095
87308ffbfabf01fa,1,0.996013196423995,0.9953460097312927,0.9929326487450236,0.9947639516334371,0.9533369922513558
d3db65a01c38c191,1,0.9993744078683631,0.9993767142295837,0.999429753818138,0.9993936253053617,0.9968132004319884
519763659f447078,0,0.15886293826148873,0.1259111762046814,0.1269292039935492,0.1372344394865731,0.39506577200219534
7ef435c4f7fda506,0,0.10758984910136304,0.09960811585187912,0.1418678506071209,0.11635527185345436,0.339571198413682
ef93d010ddc27d1e,0,0.2486099392584807,0.21334223449230194,0.2651339461920692,0.24236203998095063,0.5789824667008953
476c78227d134e65,0,0.3994718675799477,0.40585947036743164,0.38207639278723377,0.3958025769115377,0.7289154848951602
8395609e3e0fa942,1,0.9306941787732697,0.9667109251022339,0.9570347761282617,0.951479960001255,0.9287691281742588
2a2360374b88d1d5,1,0.8541895800164068,0.8597330451011658,0.8799216784800377,0.86461476786587,0.9020796817921616
78f18d04ad806215,0,0.04669786302897921,0.028193766251206398,0.03880470820797132,0.03789877916271898,0.06380975986875108
6f7879d2069d6051,1,0.46550438933274,0.36936062574386597,0.43622566142188635,0.42369689216616413,0.7475936712521172
3a3346856008297a,0,0.07562233310576716,0.055487703531980515,0.06884339672564198,0.06665114445446323,0.17617395204456798
39675b1fb5c92aa3,0,0.6018274402839575,0.5558691620826721,0.6386743976273904,0.59879033333134,0.835472620080378
be0258a49fe1068e,1,0.7689941408639565,0.8374748826026917,0.8343838198845349,0.8136176144503944,0.8905511392808455
6d8bfa0f94012f52,0,0.08169804149813861,0.05337490886449814,0.08523688376247886,0.07343661137503854,0.20066214613246466
b0c0fa7a43bb7ccb,0,0.04002439045742423,0.02610383741557598,0.022848813333842317,0.029659013735614175,0.036533116158844255
d7bbe20709b0977b,0,0.29605410816957195,0.3162519037723541,0.19126042579305166,0.2678554792449926,0.601236950350843
60d25d03bb224c28,0,0.1451118100133151,0.15277673304080963,0.1546546166936735,0.15084771991593274,0.4286186404168806
7084b944898086fc,0,0.27021974214551986,0.23248253762722015,0.2657374752743765,0.25614658501570553,0.5958784058920384
09318f38122b8994,0,0.12372837142770522,0.08683580160140991,0.12092237292088265,0.11049551531666592,0.32298508695831785
e8f09f9a43a85db0,0,0.43637436918474576,0.39277511835098267,0.3620030185762708,0.3970508353706664,0.7289981056247012
05fcb5100672ab16,0,0.06553075148172241,0.08503008633852005,0.08576431815758233,0.07877505199260826,0.21994228351893488
839642286e80b407,1,0.994639748826575,0.9950483441352844,0.9982557730684558,0.9959812886767718,0.9574385213250004
76fc1b721bd7263c,0,0.09445763508771653,0.1179756298661232,0.09598150100422198,0.10280492198602058,0.300161110422605
53c238fb84b18660,0,0.16591692756633827,0.11846645921468735,0.17431579605053388,0.15289972761051981,0.4288133892793702
6f856217e212f8a0,0,0.28145642450919933,0.25391435623168945,0.25565920057988434,0.26367666044025767,0.604943080218827
2375b1e3892ade42,1,0.9395579036267016,0.9723668694496155,0.981576013939762,0.9645002623386931,0.9346853625574658
98285b21ddc588ad,1,0.9088314232172042,0.923608124256134,0.9330036088828019,0.9218143854520466,0.9178749948362045
4271133aa48cbd2b,0,0.177293738415534,0.21775642037391663,0.17161768902468164,0.18888928260471075,0.49986131520398475
b29e1c19dd983272,0,0.039426595695237744,0.031137773767113686,0.029363796024035656,0.03330938849546236,0.046574485538421584
98c411b638783542,1,0.3952089962511285,0.5307023525238037,0.422612960853404,0.4495081032094454,0.7629286688030027
3a536a60c4901b44,0,0.560780559241728,0.5998777747154236,0.46410327885998737,0.5415872042723796,0.8122266876759379
7b7b99c7896cef29,0,0.09336310636226985,0.12447445094585419,0.1326907023446039,0.11684275321757598,0.3402380657306918
7afed37ee780f711,0,0.24117602840883315,0.3496586084365845,0.31007869080135125,0.30030444254892297,0.6413581667640411
e0fab502e237210e,0,0.032502161116859225,0.030825598165392876,0.02656419081014678,0.02996398336413296,0.03556527332707777
d0389838fd387395,0,0.05028126326352576,0.06164143234491348,0.05809031065813082,0.05667100208885669,0.13554815903310138
e7533ce1cb4ce33a,0,0.27534848076960794,0.21671314537525177,0.24460514274570555,0.24555558963018842,0.5821869707109514
78c28eff8c26b327,1,0.9891653003640446,0.9894921779632568,0.9746192353757108,0.9844255712343374,0.9442457612615005
87091ef0db853018,0,0.5446407518682914,0.4876532256603241,0.5321018891163087,0.5214652888816415,0.8058235811365071
3811afc78ea3fd2e,1,0.213068085918609,0.24354122579097748,0.1739007107252739,0.21017000747828682,0.5316407886738782
b9c915b37af01f78,1,0.1386346317784535,0.16593387722969055,0.17455541208903547,0.15970797369905984,0.4460339099079959
d130495dd5a1ff8d,0,0.6514153096389625,0.6353667974472046,0.5635036699951044,0.6167619256937572,0.8416190122101636
fabd06c3e7b5d24b,0,0.041191415837539956,0.04212703928351402,0.05574722030573404,0.046355225142262674,0.09458008014210766
e3c78299cbbcad58,1,0.9986566653618517,0.9991212487220764,0.9983862694047281,0.9987213944962189,0.9761226091626388
d0b5a48b37668060,0,0.16142283674170843,0.15532472729682922,0.206065348026396,0.1742709706883112,0.47339022360710303
586f16dc8b23ac2f,0,0.0743547711310736,0.07792730629444122,0.07395195867712907,0.07541134536754796,0.2092163423803032
33039f333f6fc6db,0,0.11851002180170826,0.06565427035093307,0.09843329662335772,0.09419919625866635,0.27033502705828893
be8b1bdb3eface48,0,0.08000750167401098,0.10164952278137207,0.15288077425825253,0.11151259957121186,0.31922879450454117
5b54774276d66a36,0,0.1339286503991426,0.11203158646821976,0.07305378907399304,0.10633800864711847,0.3065907736251025
e6c4fb499f6ddb8f,1,0.9959979357545046,0.9974954724311829,0.998689134673232,0.997394180952973,0.9631024674090729
6f40155c95cb19b1,0,0.028977123988657684,0.04728450998663902,0.0353426893597784,0.0372014411116917,0.06196849789612213
ec8b351e043991f8,0,0.2620619050284458,0.2515398859977722,0.23256326627782237,0.24872168576801346,0.5870261848697839
4a452416ce741571,1,0.40418802288971173,0.5189752578735352,0.4165747363052594,0.4465793390228354,0.7618280426559024
edd5a276d9d3991d,0,0.08853243356992749,0.08917500078678131,0.09534493156419761,0.09101745530696881,0.264064703834192
95b38160c929aad8,0,0.2845803359507595,0.300936758518219,0.24996162551719706,0.2784929066620585,0.620567250323106
fb31694b35f5076c,0,0.18248206825961166,0.21967674791812897,0.1703800441040418,0.19084628676059415,0.5028799225725735
7ff961b07c02f23a,1,0.33722960247313005,0.4039309620857239,0.36267993498163503,0.36794683318016297,0.7056784047117421
36661292f8da52fd,0,0.1766725859560278,0.1505555808544159,0.1942793437100388,0.17383583684016082,0.4736203813536816
c3ccbdf178d365b7,0,0.19781102765988595,0.13628247380256653,0.11858732419550487,0.15089360855265246,0.4187705445296224
e3a58d24baebf728,0,0.5146858583179862,0.42544612288475037,0.5434686317110192,0.4945335376379186,0.7904472732208511
6e8cd684e4344ebc,1,0.5264512389186614,0.5046899318695068,0.6209738452543014,0.5507050053474899,0.8168180396461472
40542d157c9eae83,1,0.9993657093250201,0.999478280544281,0.999319276392842,0.9993877554207143,0.9968545107967589
5529e7a936595580,0,0.07751525775851592,0.08500948548316956,0.077600573392527,0.08004177221140417,0.2262716215498469
5e6cd3d73a3195c4,0,0.0457828991111336,0.03754498437047005,0.0577947875169227,0.04704089033284211,0.09773147082603025
f23dc25687d67a75,1,0.20610851462489083,0.29999879002571106,0.3029608953984096,0.2696894000163372,0.6069702388329232
009f876137029476,1,0.07093898759064961,0.06668807566165924,0.06494323359227554,0.06752343228152813,0.17942566790007616
dc960a2dd9d6a66c,0,0.02627409429747058,0.01562502421438694,0.020499975169917174,0.0207996978939249,0.01319276006349993
774ba3cf7495ee83,0,0.09410637658197961,0.1120331883430481,0.12250175121272619,0.10954710537925132,0.32053302173515336
59895c5ba0e55b05,0,0.8908926878981356,0.9131763577461243,0.938146952168533,0.9140719992709311,0.915635382917574
e8ec2868e8185683,0,0.0386709810619999,0.03797612339258194,0.057982377804880164,0.044876494086487334,0.08899727941740583
026a756ed49d619c,0,0.2707120960832372,0.2577860653400421,0.20470538923920695,0.2444011835541621,0.5790827918724807
c62abf5a77b0a7c7,0,0.08722833513423033,0.05764567106962204,0.05315183164677338,0.06600861261687525,0.17287207360326706
dcaef16042ed631e,1,0.9989634226870585,0.9989834427833557,0.9993644452725399,0.9991037702476513,0.9872719815401684
02649b0b6c65fd3e,0,0.1164680887832112,0.09768610447645187,0.14560569120185274,0.11991996148717193,0.3491050404546501
82fade67eb542648,0,0.18448810473342317,0.2078852653503418,0.24118020568746953,0.21118452525707818,0.5353970811276549
88aa399cbe55e8b0,0,0.0557033425894399,0.06290536373853683,0.07962715330458431,0.06607861987752035,0.17247372365726563
b3a0be6e06fbed62,0,0.2507923220693701,0.2156490832567215,0.2278061304539958,0.23141584526002912,0.5652379181936747
c82511ee38ed4135,0,0.10741344213168862,0.08992272615432739,0.10568385825581193,0.10100667551394266,0.2961495789293534
644139b23ab39f0c,0,0.06823519711330277,0.049871690571308136,0.07167093453388777,0.0632592740728329,0.16242350205666603
d2013875b16d62a6,1,0.7121389631529264,0.7620267271995544,0.7327909703297554,0.735652220227412,0.8730502983198485
69c89764609c16f2,0,0.3832041387203475,0.4097454845905304,0.48861780455855747,0.4271891426231451,0.7497624654025695
39fcb503cdbe73ae,0,0.051237249734814,0.048919107764959335,0.045694244386750814,0.04861686729550805,0.10424670549840954
cb2d7ca4a4fef44b,1,0.284190082132105,0.35017430782318115,0.34061521150076457,0.32499320048535024,0.6674633665586697
18b231394e62f256,1,0.502739297143914,0.41122981905937195,0.4935965222625723,0.46918854615528605,0.7770981239192913
fb8c9390dc7d207d,0,0.06953449772091927,0.06073406711220741,0.04287040249624272,0.0577129891097898,0.14151455600210094
179e368142a8ed10,0,0.2633820879776354,0.22769616544246674,0.26630236448185296,0.2524602059673184,0.5916175368399932
7ba6d403e71ca1d6,1,0.8787064843996162,0.7917131781578064,0.7569533021593152,0.8091243215722459,0.8901822967382517
4ee141bec7aca7b5,0,0.31522808667696645,0.2211729735136032,0.20925795615571474,0.24855300544876147,0.581490595990534
d92317adc533438e,1,0.21273146316050182,0.2515382170677185,0.18510905660425173,0.21645957894415735,0.5411598770131426
469d965f007c083b,1,0.38021826457063507,0.41696658730506897,0.3465710123303302,0.3812519547353448,0.7163748384469665
6a42c13585c20c23,0,0.3306317393097963,0.22584852576255798,0.24128654666366678,0.2659222705786737,0.6035739367007182
32193f7eb1018da4,1,0.8468994696372352,0.8776690363883972,0.8624145553003064,0.8623276871086464,0.9016075633376414
873f0dba1956471a,1,0.21308538056940962,0.2601025402545929,0.21272475714545386,0.22863755932315213,0.5597436396791955
22466e7b7be7721d,1,0.06974739667020942,0.05842149630188942,0.05731762230715842,0.061828838426419085,0.1574190464387515
3dc1914fccf46888,1,0.9988325783701661,0.9985499978065491,0.9981445207713364,0.9985090323160172,0.9717540380881564
aa2387db44bc2571,0,0.04700571612879217,0.051760341972112656,0.04650334775759495,0.048423135286166596,0.10331427155073208
1bd79660e985b9bb,1,0.676909778327003,0.6405857801437378,0.6251590263713173,0.647551528280686,0.8510938394443167
16523a38b1661e81,1,0.9948491989087802,0.9963907599449158,0.9882141488067614,0.9931513692201525,0.9520504694627882
f47106dcae7a1a34,1,0.44926480828707677,0.4125339090824127,0.472638509527916,0.4448124089658018,0.76338898429616
cd6ed2e418a40184,0,0.02655400923221377,0.01988338492810726,0.02093450419626316,0.02245729945219473,0.016102190039480907
d7c0d8dff92b7f3d,0,0.18262699148697165,0.19609305262565613,0.16931535247893653,0.18267846553052144,0.49072287236867734
4dea5d23df645760,0,0.07315604477142114,0.06532654166221619,0.08806432160043014,0.07551563601135582,0.2085288198809081
2060161f9745cda7,0,0.1324963299960635,0.1807677000761032,0.17181372146903923,0.16169258384706867,0.4484889258715012
d977e3d467d11d9f,0,0.05863315372796252,0.03497390076518059,0.056711530117926075,0.05010619487035639,0.11087701904407816
a333dc1df284bac7,0,0.045906645765801606,0.032857298851013184,0.04598874894609351,0.0415842311876361,0.07684613069419118
f2ac54e9e021faf6,0,0.29005301399786404,0.24253280460834503,0.24527623560014927,0.25928735140211945,0.5990238950952794
b9d33ec1d75b1c87,1,0.9983197055056457,0.9982993006706238,0.9931946477777116,0.9966045513179939,0.9611062915685546
01883d150265ba55,1,0.7042050458200276,0.5924453735351562,0.5673617212709432,0.6213373802087091,0.8419494951283277
bd3f81cec48e973b,0,0.06843260422701847,0.034082792699337006,0.04943959400529617,0.05065166364388388,0.11375989235699237
02d3da9a911002f7,0,0.05513166972206546,0.060968413949012756,0.07239939621881371,0.0628331599632973,0.16008651570679086
accf45bc204f726b,1,0.7063870893439844,0.7044771909713745,0.7524952464614333,0.7211198422589308,0.8697130109944585
4fb471556178ff84,0,0.18145368649382748,0.16040991246700287,0.19897288709276958,0.1802788286845333,0.48577448081723706
f4eb38a6c82a1cfb,0,0.25036063026360583,0.18737155199050903,0.243727308609576,0.22715316362123028,0.5575069785009058
214a27ac0d53847a,0,0.3666433564559611,0.21663518249988556,0.20655071390839588,0.2632764176214141,0.5936033850893189
c2d5c1a2c29f4811,0,0.11064566482007401,0.13324415683746338,0.10491050344178052,0.11626677503310597,0.3397984054199199
6c8e06ec23b8aedc,0,0.059640117325566185,0.06880099326372147,0.09982412108386865,0.07608841055771877,0.20726295227472571
