user_hash,prediction
dbf485f686e509c6,0.9996285580336225
e16e6ea6070e8760,0.24272075568437979
697465ec2998c75e,0.04952393137922816
cf104454addcb807,0.09488552673644218
dbf070e9dc680612,0.12487444592224309
ae3a76e0cc50cdfb,0.30270532261223804
d35caeed78e0057c,0.5932276655353194
44158f5cb4cb6b6c,0.4701205414258597
18b4ac264f24a519,0.20224117278985398
5f85b23171ddbdca,0.9531939574180056
0123f30b98120363,0.14609725942862295
60218647acbfd74a,0.19872022313998625
9c25d6f0a3b157fe,0.3374896782580068
d26a4674fa4cbb0f,0.4968032387145609
dabd34d346a71cd0,0.9991891988605278
8b73c9a97a8399bf,0.31311748078517226
c72355f9211db30e,0.999458858654203
e40efee98200f73b,0.35008177428091714
eda1abb59db5fa2e,0.24080487074749862
39459f99d75f45c0,0.1441325925153829
e0024c5a25dbfbdb,0.04221651712320455
c90a3216b520d61c,0.1288899225475345
9e8eda35479c91ee,0.6859689672233432
c209fe4fc843dd98,0.17140074150291415
9080fa84da225989,0.154829415533337
14e77014d7963a74,0.10484837297025171
63d39cc070ef321d,0.037620772813086956
9dc5d48b4c888c39,0.04808513738000866
87308ffbfabf01fa,0.9986917949708265
d3db65a01c38c191,0.9997060228547539
519763659f447078,0.12459307630574258
7ef435c4f7fda506,0.09977322665168918
ef93d010ddc27d1e,0.2907804527482856
476c78227d134e65,0.3910976738068362
8395609e3e0fa942,0.9444469083709788
2a2360374b88d1d5,0.8254491912762562
78f18d04ad806215,0.03814208819274331
6f7879d2069d6051,0.3404566590826604
3a3346856008297a,0.0721017317307817
39675b1fb5c92aa3,0.6227272407101526
be0258a49fe1068e,0.791683517938514
6d8bfa0f94012f52,0.06484082329015477
b0c0fa7a43bb7ccb,0.03363741564474961
d7bbe20709b0977b,0.21487789840278684
60d25d03bb224c28,0.17000909256970573
7084b944898086fc,0.1752516451121109
09318f38122b8994,0.09735889746533373
e8f09f9a43a85db0,0.27566047630750884
05fcb5100672ab16,0.08198645051683291
839642286e80b407,0.9971984740085911
76fc1b721bd7263c,0.09824010240515509
53c238fb84b18660,0.16891448754470093
6f856217e212f8a0,0.23606397868822818
2375b1e3892ade42,0.8652959755586664
98285b21ddc588ad,0.9389304203337501
4271133aa48cbd2b,0.266924543767151
b29e1c19dd983272,0.05304062986628396
98c411b638783542,0.42261136040170516
3a536a60c4901b44,0.5941031224678796
7b7b99c7896cef29,0.1032145341667822
7afed37ee780f711,0.34209395433910045
e0fab502e237210e,0.04131599331637044
d0389838fd387395,0.040931348832781614
e7533ce1cb4ce33a,0.18331331574187995
78c28eff8c26b327,0.9829275141891971
87091ef0db853018,0.5005025833931753
3811afc78ea3fd2e,0.20799322367477063
b9c915b37af01f78,0.15610336875191844
d130495dd5a1ff8d,0.6959154949996137
fabd06c3e7b5d24b,0.04797281532152309
e3c78299cbbcad58,0.9984102814293692
d0b5a48b37668060,0.2212911399768636
586f16dc8b23ac2f,0.06333956161437587
33039f333f6fc6db,0.05895429383192795
be8b1bdb3eface48,0.08661084737446662
5b54774276d66a36,0.14974435540837414
e6c4fb499f6ddb8f,0.9990881504706479
6f40155c95cb19b1,0.045431452482034354
ec8b351e043991f8,0.17152465828452815
4a452416ce741571,0.40267578244746005
edd5a276d9d3991d,0.07647295173444293
95b38160c929aad8,0.29127379065289977
fb31694b35f5076c,0.18093395553870162
7ff961b07c02f23a,0.3144091530383938
36661292f8da52fd,0.23468374796933164
c3ccbdf178d365b7,0.15262320947834215
e3a58d24baebf728,0.45713071081067225
6e8cd684e4344ebc,0.5378336258567086
40542d157c9eae83,0.9996629430184107
5529e7a936595580,0.07146506466210116
5e6cd3d73a3195c4,0.04417600598179923
f23dc25687d67a75,0.25415118007584125
009f876137029476,0.10919637009107128
dc960a2dd9d6a66c,0.02647425902649895
774ba3cf7495ee83,0.10034450443506224
59895c5ba0e55b05,0.8941453453110282
e8ec2868e8185683,0.06575781924360277
026a756ed49d619c,0.2023739611207611
c62abf5a77b0a7c7,0.09510269114489994
dcaef16042ed631e,0.9996002592834737
02649b0b6c65fd3e,0.14190191286742748
82fade67eb542648,0.21818456631612043
88aa399cbe55e8b0,0.06693850632617798
b3a0be6e06fbed62,0.20609125390653235
c82511ee38ed4135,0.12438034060802701
644139b23ab39f0c,0.061546480467456956
d2013875b16d62a6,0.720148857304078
69c89764609c16f2,0.4442641952786318
39fcb503cdbe73ae,0.05405920126396267
cb2d7ca4a4fef44b,0.31390612566760556
18b231394e62f256,0.5153168142676123
fb8c9390dc7d207d,0.04647424040505494
179e368142a8ed10,0.28512582638768447
7ba6d403e71ca1d6,0.8390553162613236
4ee141bec7aca7b5,0.26272241353606735
d92317adc533438e,0.1878181382962206
469d965f007c083b,0.4675926086321889
6a42c13585c20c23,0.33178426039737263
32193f7eb1018da4,0.843317598297802
873f0dba1956471a,0.24976408917834772
22466e7b7be7721d,0.06667428861990517
